"feed_scen","dev_pattern","rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_iso3_use","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"Progressive reform","Equal development","RCP 2.6",2051,8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","EGY","Africa",8,800,1297921.77709946,7375616042.31575
"Progressive reform","Equal development","RCP 2.6",2051,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",8,800,1297921.77709946,7449310058.31575
"Progressive reform","Equal development","RCP 2.6",2051,8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","CAN","Americas",6,600,1193595.18206012,4153595002.40759
"Progressive reform","Equal development","RCP 2.6",2051,8494,"Saint-Pierre and Miquelon Exclusive Economic Zone","200NM","Saint-Pierre and Miquelon","SPM","Americas","France","FRA","FRA","Europe",6,600,1193595.18206012,4098847226.40759
"Progressive reform","Equal development","RCP 2.6",2051,8495,"Saint-Martin Exclusive Economic Zone","200NM","Collectivity of Saint Martin","MAF","Americas","France","FRA","FRA","Europe",8,800,1297921.77709946,7122723818.31575
"Progressive reform","Equal development","RCP 2.6",2051,8758,"East Timorian Exclusive Economic Zone","200NM","East Timor","TLS","Asia","East Timor","TLS","TLS","Asia",4,400,648960.888549728,3729886901.15788
"Progressive reform","Equal development","RCP 2.6",2051,21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","CHL","Americas",4,400,648960.888549728,3697714869.15788
"Progressive reform","Equal development","RCP 2.6",2051,21788,"Guernsey Exclusive Economic Zone","200NM","Guernsey","GGY","Europe","United Kingdom","GBR","GBR","Europe",1,100,145043.060611716,627381890.410814
"Progressive reform","Equal development","RCP 2.6",2051,21789,"Jersey Exclusive Economic Zone","200NM","Jersey","JEY","Europe","United Kingdom","GBR","GBR","Europe",9,900,1305387.54550544,6341215829.69733
"Progressive reform","Equal development","RCP 2.6",2051,21790,"Monégasque Exclusive Economic Zone","200NM","Monaco","MCO","Europe","Monaco","MCO","MCO","Europe",3,300,486720.666412296,2679179463.86841
"Progressive reform","Equal development","RCP 2.6",2051,21791,"Oecussi Ambeno Exclusive Economic Zone","200NM","Oecusse","TLS","Asia","East Timor","TLS","TLS","Asia",4,400,648960.888549728,3722988597.15788
"Progressive reform","Equal development","RCP 2.6",2051,21803,"Sint-Maarten Exclusive Economic Zone","200NM","Sint-Maarten","SXM","Americas","Netherlands","NLD","NLD","Europe",6,600,973441.332824592,5261475919.73682
"Progressive reform","Equal development","RCP 2.6",2051,26518,"Saba Exclusive Economic Zone","200NM","Saba","BES","Americas","Netherlands","NLD","NLD","Europe",3,300,486720.666412296,2657341383.86841
"Progressive reform","Equal development","RCP 2.6",2051,26521,"Bruneian Exclusive Economic Zone","200NM","Brunei","BRN","Asia","Brunei","BRN","BRN","Asia",8,800,1297921.77709946,6061008490.31575
"Progressive reform","Equal development","RCP 2.6",2051,26526,"Sint-Eustatius Exclusive Economic Zone","200NM","Sint-Eustatius","BES","Americas","Netherlands","NLD","NLD","Europe",3,300,486720.666412296,2672636359.86841
"Progressive reform","Equal development","RCP 2.6",2051,33177,"Guadeloupean Exclusive Economic Zone","200NM","Guadeloupe","GLP","Americas","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2051,33178,"Martinican Exclusive Economic Zone","200NM","Martinique","MTQ","Americas","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2051,33179,"Puerto Rican Exclusive Economic Zone","200NM","Puerto Rico","PRI","Americas","United States","USA","USA","Americas",8,800,1297921.77709946,7138587498.31575
"Progressive reform","Equal development","RCP 2.6",2051,33180,"Virgin Islander Exclusive Economic Zone","200NM","United States Virgin Islands","VIR","Americas","United States","USA","USA","Americas",8,800,1297921.77709946,7138587498.31575
"Progressive reform","Equal development","RCP 2.6",2051,33181,"Svalvard Exclusive Economic Zone","200NM","Svalbard","SJM","Europe","Norway","NOR","NOR","Europe",7,700,1163356.90762332,4504684836.26664
"Progressive reform","Equal development","RCP 2.6",2051,33184,"Colombian Exclusive Economic Zone (Serrana)","200NM","Serrana Bank","COL","Americas","Colombia","COL","COL","Americas",4,400,648960.888549728,3594004149.15788
"Progressive reform","Equal development","RCP 2.6",2051,48952,"Saint-Barthélemy Exclusive Economic Zone","200NM","Saint-Barthélemy","BLM","Americas","France","FRA","FRA","Europe",8,800,1297921.77709946,7207812714.31575
"Progressive reform","Equal development","RCP 2.6",2051,48957,"Guam Exclusive Economic Zone","200NM","Guam","GUM","Oceania","United States","USA","USA","Americas",7,700,1289699.64571594,4663792484.6193
"Progressive reform","Equal development","RCP 2.6",2051,48980,"Northern Mariana Exclusive Economic Zone","200NM","Northern Mariana Islands","MNP","Oceania","United States","USA","USA","Americas",8,800,1297921.77709946,7062027498.31575
"Progressive reform","Equal development","RCP 2.6",2100,3293,"Belgian Exclusive Economic Zone","200NM","Belgium","BEL","Europe","Belgium","BEL","BEL","Europe",9,900,1331989.1839512,5576320092.69352
"Progressive reform","Equal development","RCP 2.6",2100,5668,"Dutch Exclusive Economic Zone","200NM","Netherlands","NLD","Europe","Netherlands","NLD","NLD","Europe",2,200,397865.060686707,1378543187.4692
"Progressive reform","Equal development","RCP 2.6",2100,5669,"German Exclusive Economic Zone","200NM","Germany","DEU","Europe","Germany","DEU","DEU","Europe",6,600,1193595.18206012,4148846074.40759
"Progressive reform","Equal development","RCP 2.6",2100,5670,"Albanian Exclusive Economic Zone","200NM","Albania","ALB","Europe","Albania","ALB","ALB","Europe",8,800,1297921.77709946,7441817962.31575
"Progressive reform","Equal development","RCP 2.6",2100,5672,"Bulgarian Exclusive Economic Zone","200NM","Bulgaria","BGR","Europe","Bulgaria","BGR","BGR","Europe",5,500,227171.146394071,1587970769.85041
"Progressive reform","Equal development","RCP 2.6",2100,5673,"Croatian Exclusive Economic Zone","200NM","Croatia","HRV","Europe","Croatia","HRV","HRV","Europe",8,800,1385178.31090862,6026809612.917
"Progressive reform","Equal development","RCP 2.6",2100,5674,"Danish Exclusive Economic Zone","200NM","Denmark","DNK","Europe","Denmark","DNK","DNK","Europe",7,700,1163356.90762332,4580834084.26664
"Progressive reform","Equal development","RCP 2.6",2100,5675,"Estonian Exclusive Economic Zone","200NM","Estonia","EST","Europe","Estonia","EST","EST","Europe",10,1000,1258037.66509418,4958370937.42739
"Progressive reform","Equal development","RCP 2.6",2100,5676,"Finnish Exclusive Economic Zone","200NM","Finland","FIN","Europe","Finland","FIN","FIN","Europe",10,1000,1258037.66509418,4788876537.42739
"Progressive reform","Equal development","RCP 2.6",2100,5677,"French Exclusive Economic Zone","200NM","France","FRA","Europe","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2100,5678,"Georgian Exclusive Economic Zone","200NM","Georgia","GEO","Asia","Georgia","GEO","GEO","Asia",9,900,1331989.1839512,5791498908.69352
"Progressive reform","Equal development","RCP 2.6",2100,5679,"Greek Exclusive Economic Zone","200NM","Greece","GRC","Europe","Greece","GRC","GRC","Europe",8,800,1297921.77709946,7367097194.31575
"Progressive reform","Equal development","RCP 2.6",2100,5680,"Icelandic Exclusive Economic Zone","200NM","Iceland","ISL","Europe","Iceland","ISL","ISL","Europe",6,600,1193595.18206012,4044071290.40759
"Progressive reform","Equal development","RCP 2.6",2100,5681,"Irish Exclusive Economic Zone","200NM","Ireland","IRL","Europe","Ireland","IRL","IRL","Europe",9,900,1305387.54550544,6519851733.69733
"Progressive reform","Equal development","RCP 2.6",2100,5682,"Italian Exclusive Economic Zone","200NM","Italy","ITA","Europe","Italy","ITA","ITA","Europe",8,800,1297921.77709946,7298252138.31575
"Progressive reform","Equal development","RCP 2.6",2100,5683,"Latvian Exclusive Economic Zone","200NM","Latvia","LVA","Europe","Latvia","LVA","LVA","Europe",10,1000,1258037.66509418,4992651577.42739
"Progressive reform","Equal development","RCP 2.6",2100,5684,"Lithuanian Exclusive Economic Zone","200NM","Lithuania","LTU","Europe","Lithuania","LTU","LTU","Europe",10,1000,1258037.66509418,4995284793.42739
"Progressive reform","Equal development","RCP 2.6",2100,5685,"Maltese Exclusive Economic Zone","200NM","Malta","MLT","Europe","Malta","MLT","MLT","Europe",8,800,1297921.77709946,7379777706.31575
"Progressive reform","Equal development","RCP 2.6",2100,5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","NOR","Europe",6,600,1193595.18206012,4033292026.40759
"Progressive reform","Equal development","RCP 2.6",2100,5687,"Polish Exclusive Economic Zone","200NM","Poland","POL","Europe","Poland","POL","POL","Europe",10,1000,1258037.66509418,4998303097.42739
"Progressive reform","Equal development","RCP 2.6",2100,5688,"Portuguese Exclusive Economic Zone","200NM","Portugal","PRT","Europe","Portugal","PRT","PRT","Europe",3,300,486720.666412296,2759281863.86841
"Progressive reform","Equal development","RCP 2.6",2100,5689,"Romanian Exclusive economic Zone","200NM","Romania","ROU","Europe","Romania","ROU","ROU","Europe",18,1800,1384857.03856392,4976711600.36551
"Progressive reform","Equal development","RCP 2.6",2100,5690,"Russian Exclusive economic Zone","200NM","Russia","RUS","Europe","Russia","RUS","RUS","Europe",6,600,1193595.18206012,4289352058.40759
"Progressive reform","Equal development","RCP 2.6",2100,5691,"Montenegrin Exclusive economic Zone","200NM","Montenegro","MNE","Europe","Montenegro","MNE","MNE","Europe",8,800,1357074.08265676,5821477221.71319
"Progressive reform","Equal development","RCP 2.6",2100,5693,"Spanish Exclusive Economic Zone","200NM","Spain","ESP","Europe","Spain","ESP","ESP","Europe",4,400,648960.888549728,3659753141.15788
"Progressive reform","Equal development","RCP 2.6",2100,5694,"Swedish Exclusive Economic Zone","200NM","Sweden","SWE","Europe","Sweden","SWE","SWE","Europe",6,600,1193595.18206012,4113481594.40759
"Progressive reform","Equal development","RCP 2.6",2100,5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","GBR","Europe",9,900,1305387.54550544,6547339029.69733
"Progressive reform","Equal development","RCP 2.6",2100,5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","TUR","Asia",8,800,1297921.77709946,7412718442.31575
"Progressive reform","Equal development","RCP 2.6",2100,8309,"Christmas Island Exclusive Economic Zone","200NM","Christmas Island","CXR","Oceania","Australia","AUS","AUS","Oceania",8,800,1297921.77709946,6997398762.31575
"Progressive reform","Equal development","RCP 2.6",2100,8310,"Norfolk Island Exclusive Economic Zone","200NM","Norfolk Island","NFK","Oceania","Australia","AUS","AUS","Oceania",8,800,1297921.77709946,7133119594.31575
"Progressive reform","Equal development","RCP 2.6",2100,8312,"New Caledonian Exclusive Economic Zone","200NM","New Caledonia","NCL","Oceania","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2100,8313,"Vanuatu Exclusive Economic Zone","200NM","Vanuatu","VUT","Oceania","Vanuatu","VUT","VUT","Oceania",8,800,1297921.77709946,7450792810.31575
"Progressive reform","Equal development","RCP 2.6",2100,8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","SLB","Oceania",8,800,1297921.77709946,7459531626.31575
"Progressive reform","Equal development","RCP 2.6",2100,8315,"Palau Exclusive Economic Zone","200NM","Palau","PLW","Oceania","Palau","PLW","PLW","Oceania",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2100,8316,"Micronesian Exclusive Economic Zone","200NM","Micronesia","FSM","Oceania","Federated States of Micronesia",NA,"FSM","Oceania",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2100,8317,"Nauruan Exclusive Economic Zone","200NM","Nauru","NRU","Oceania","Nauru","NRU","NRU","Oceania",8,800,1297921.77709946,7344609642.31575
"Progressive reform","Equal development","RCP 2.6",2100,8318,"Marshall Islands Exclusive Economic Zone","200NM","Marshall Islands","MHL","Oceania","Marshall Islands","MHL","MHL","Oceania",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2100,8321,"Taiwanese Exclusive Economic Zone","200NM","Taiwan","TWN","Asia","Taiwan","TWN","TWN","Asia",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2100,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",8,800,1297921.77709946,7447044458.31575
"Progressive reform","Equal development","RCP 2.6",2100,8323,"Australian Exclusive Economic Zone","200NM","Australia","AUS","Oceania","Australia","AUS","AUS","Oceania",8,800,1297921.77709946,7202558314.31575
"Progressive reform","Equal development","RCP 2.6",2100,8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","PNG","Oceania",8,800,1297921.77709946,7456351082.31575
"Progressive reform","Equal development","RCP 2.6",2100,8325,"Fijian Exclusive Economic Zone","200NM","Fiji","FJI","Oceania","Fiji","FJI","FJI","Oceania",8,800,1297921.77709946,7437356394.31575
"Progressive reform","Equal development","RCP 2.6",2100,8326,"Tuvaluan Exclusive Economic Zone","200NM","Tuvalu","TUV","Oceania","Tuvalu","TUV","TUV","Oceania",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2100,8327,"South Korean Exclusive Economic Zone","200NM","South Korea","KOR","Asia","South Korea","KOR","KOR","Asia",8,800,1297921.77709946,7314312554.31575
"Progressive reform","Equal development","RCP 2.6",2100,8328,"North Korean Exclusive Economic Zone","200NM","North Korea","PRK","Asia","North Korea","PRK","PRK","Asia",9,900,1305387.54550544,6663235797.69733
"Progressive reform","Equal development","RCP 2.6",2100,8331,"Cambodian Exclusive Economic Zone","200NM","Cambodia","KHM","Asia","Cambodia","KHM","KHM","Asia",8,800,1297921.77709946,7460721514.31575
"Progressive reform","Equal development","RCP 2.6",2100,8332,"Thailand Exclusive Economic Zone","200NM","Thailand","THA","Asia","Thailand","THA","THA","Asia",8,800,1297921.77709946,7436297066.31575
"Progressive reform","Equal development","RCP 2.6",2100,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",4,400,648960.888549728,3728674229.15788
"Progressive reform","Equal development","RCP 2.6",2100,8334,"Comoran Exclusive Economic Zone","200NM","Comores","COM","Africa","Comoros",NA,"COM","Africa",8,800,1297921.77709946,7401791850.31575
"Progressive reform","Equal development","RCP 2.6",2100,8337,"Seychellois Exclusive Economic Zone","200NM","Seychelles","SYC","Africa","Seychelles","SYC","SYC","Africa",8,800,1297921.77709946,7393422186.31575
"Progressive reform","Equal development","RCP 2.6",2100,8338,"Réunion Exclusive Economic Zone","200NM","Réunion","REU","Africa","France","FRA","FRA","Europe",8,800,1297921.77709946,7258991978.31575
"Progressive reform","Equal development","RCP 2.6",2100,8340,"Bassas da India Exclusive Economic Zone","200NM","Bassas da India","ATF","Africa","France","FRA","FRA","Europe",8,800,1297921.77709946,6059954794.31575
"Progressive reform","Equal development","RCP 2.6",2100,8343,"Mauritian Exclusive Economic Zone","200NM","Republic of Mauritius","MUS","Africa","Republic of Mauritius","MUS","MUS","Africa",8,800,1297921.77709946,7412329834.31575
"Progressive reform","Equal development","RCP 2.6",2100,8345,"Maldives Exclusive Economic Zone","200NM","Maldives","MDV","Asia","Maldives","MDV","MDV","Asia",8,800,1297921.77709946,7419298666.31575
"Progressive reform","Equal development","RCP 2.6",2100,8346,"Sri Lankan Exclusive Economic Zone","200NM","Sri Lanka","LKA","Asia","Sri Lanka","LKA","LKA","Asia",8,800,1297921.77709946,7444668266.31575
"Progressive reform","Equal development","RCP 2.6",2100,8347,"Mozambican Exclusive Economic Zone","200NM","Mozambique","MOZ","Africa","Mozambique","MOZ","MOZ","Africa",8,800,1297921.77709946,7465978730.31575
